2.868111134661357475e-01,3.097949772923543343e-01,3.337896150822973196e-01,3.587495135695848991e-01,3.846182369425016345e-01,4.113281917704916246e-01,4.388005181132550447e-01,4.669451175774788076e-01,4.956608273875622861e-01,5.248357475343833345e-01,5.543477257856724849e-01,5.840650028172359454e-01,6.138470169988196057e-01,6.435453654923232181e-01,6.730049153506351134e-01,7.020650553054486043e-01,7.305610759690509548e-01,7.583256633177398731e-01,7.851904876433932756e-01,8.109878677236901368e-01,8.355524878362421415e-01,8.587231434879356584e-01,8.803444904015089723e-01,9.002687704414190639e-01,9.183574878046381063e-01,9.344830089718009214e-01,9.485300606201693130e-01,9.603971009390402935e-01,9.699975415439721083e-01,9.772607994287170197e-01,9.821331610805652534e-01,9.845784439617170092e-01,9.845784439617170092e-01,9.821331610805651424e-01,9.772607994287170197e-01,9.699975415439721083e-01,9.603971009390402935e-01,9.485300606201693130e-01,9.344830089718009214e-01,9.183574878046379952e-01,9.002687704414189529e-01,8.803444904015088612e-01,8.587231434879354364e-01,8.355524878362420305e-01,8.109878677236900257e-01,7.851904876433932756e-01,7.583256633177396511e-01,7.305610759690509548e-01,7.020650553054484933e-01,6.730049153506347803e-01,6.435453654923231070e-01,6.138470169988193836e-01,5.840650028172359454e-01,5.543477257856723739e-01,5.248357475343833345e-01,4.956608273875621751e-01,4.669451175774785301e-01,4.388005181132548782e-01,4.113281917704913471e-01,3.846182369425016345e-01,3.587495135695848436e-01,3.337896150822973196e-01,3.097949772923542788e-01,2.868111134661357475e-01
2.889587303332873391e-01,3.121146953484346676e-01,3.362890029155216065e-01,3.614357989687573269e-01,3.874982251099383102e-01,4.144081817747337637e-01,4.420862185264161082e-01,4.704415623226781973e-01,4.993722928897855740e-01,5.287656723210043541e-01,5.584986337186909067e-01,5.884384311562019798e-01,6.184434504899262164e-01,6.483641776541180235e-01,6.780443180795449054e-01,7.073220578545834636e-01,7.360314542618389133e-01,7.640039404446383742e-01,7.910699262565313861e-01,8.170604748926739713e-01,8.418090327608147572e-01,8.651531882825068687e-01,8.869364339759459037e-01,9.070099053054210270e-01,9.252340694232824569e-01,9.414803371013866773e-01,9.556325718603019270e-01,9.675884715530094216e-01,9.772607994287170197e-01,9.845784439617170092e-01,9.894872894371518068e-01,9.919508823855011093e-01,9.919508823855011093e-01,9.894872894371518068e-01,9.845784439617170092e-01,9.772607994287170197e-01,9.675884715530094216e-01,9.556325718603018160e-01,9.414803371013865663e-01,9.252340694232824569e-01,9.070099053054209159e-01,8.869364339759459037e-01,8.651531882825066466e-01,8.418090327608146461e-01,8.170604748926738603e-01,7.910699262565313861e-01,7.640039404446382632e-01,7.360314542618389133e-01,7.073220578545832415e-01,6.780443180795446834e-01,6.483641776541179125e-01,6.184434504899259943e-01,5.884384311562019798e-01,5.584986337186906846e-01,5.287656723210043541e-01,4.993722928897854629e-01,4.704415623226779197e-01,4.420862185264159416e-01,4.144081817747334862e-01,3.874982251099383102e-01,3.614357989687572159e-01,3.362890029155216065e-01,3.121146953484345565e-01,2.889587303332873391e-01
2.903994014800944656e-01,3.136708159597217938e-01,3.379656501755996523e-01,3.632378214457971377e-01,3.894301878913049575e-01,4.164743104215306579e-01,4.442903424810634716e-01,4.727870584574218604e-01,5.018620299295748488e-01,5.314019569096593010e-01,5.612831589213095329e-01,5.913722282021034449e-01,6.215268445580862666e-01,6.515967484862651427e-01,6.814248661743785851e-01,7.108485769498051887e-01,7.397011107490283344e-01,7.678130602859944975e-01,7.950139898830227425e-01,8.211341204614260869e-01,8.460060680371717101e-01,8.694666112910078848e-01,8.913584624365755715e-01,9.115320147392999006e-01,9.298470396779747738e-01,9.461743069128674133e-01,9.603971009390402935e-01,9.724126095582596996e-01,9.821331610805652534e-01,9.894872894371518068e-01,9.944206091066434272e-01,9.968964848722450256e-01,9.968964848722450256e-01,9.944206091066434272e-01,9.894872894371518068e-01,9.821331610805651424e-01,9.724126095582596996e-01,9.603971009390401825e-01,9.461743069128673023e-01,9.298470396779746627e-01,9.115320147392997896e-01,8.913584624365754605e-01,8.694666112910076627e-01,8.460060680371717101e-01,8.211341204614258649e-01,7.950139898830227425e-01,7.678130602859942755e-01,7.397011107490283344e-01,7.108485769498050777e-01,6.814248661743783630e-01,6.515967484862650316e-01,6.215268445580860446e-01,5.913722282021034449e-01,5.612831589213094219e-01,5.314019569096593010e-01,5.018620299295747378e-01,4.727870584574215829e-01,4.442903424810633051e-01,4.164743104215303804e-01,3.894301878913049575e-01,3.632378214457970822e-01,3.379656501755996523e-01,3.136708159597217382e-01,2.903994014800944656e-01
2.911224283702106286e-01,3.144517832531378843e-01,3.388071059491553627e-01,3.641421990411846110e-01,3.903997783802429788e-01,4.175112344783386553e-01,4.453965219807300424e-01,4.739641881444024984e-01,5.031115495254071535e-01,5.327250240452930941e-01,5.626806232921073292e-01,5.928446073491634438e-01,6.230743016783631960e-01,6.532190726655389135e-01,6.831214554212116097e-01,7.126184243851509947e-01,7.415427942752149670e-01,7.697247360206539435e-01,7.969933895986359706e-01,8.231785532201009170e-01,8.481124261538713904e-01,8.716313806976164758e-01,8.935777374550138985e-01,9.138015172055555801e-01,9.321621422916699373e-01,9.485300606201693130e-01,9.627882660916864399e-01,9.748336905295537091e-01,9.845784439617170092e-01,9.919508823855011093e-01,9.968964848722450256e-01,9.993785249919947544e-01,9.993785249919947544e-01,9.968964848722450256e-01,9.919508823855009982e-01,9.845784439617170092e-01,9.748336905295537091e-01,9.627882660916864399e-01,9.485300606201693130e-01,9.321621422916698263e-01,9.138015172055554691e-01,8.935777374550137875e-01,8.716313806976162537e-01,8.481124261538712794e-01,8.231785532201008060e-01,7.969933895986359706e-01,7.697247360206538325e-01,7.415427942752149670e-01,7.126184243851508837e-01,6.831214554212113876e-01,6.532190726655389135e-01,6.230743016783629740e-01,5.928446073491634438e-01,5.626806232921072182e-01,5.327250240452930941e-01,5.031115495254070424e-01,4.739641881444022209e-01,4.453965219807298759e-01,4.175112344783383778e-01,3.903997783802429788e-01,3.641421990411845000e-01,3.388071059491553627e-01,3.144517832531377732e-01,2.911224283702106286e-01
2.911224283702106286e-01,3.144517832531378843e-01,3.388071059491553627e-01,3.641421990411846110e-01,3.903997783802429788e-01,4.175112344783386553e-01,4.453965219807300424e-01,4.739641881444024984e-01,5.031115495254071535e-01,5.327250240452930941e-01,5.626806232921073292e-01,5.928446073491634438e-01,6.230743016783631960e-01,6.532190726655389135e-01,6.831214554212116097e-01,7.126184243851509947e-01,7.415427942752148560e-01,7.697247360206539435e-01,7.969933895986359706e-01,8.231785532201009170e-01,8.481124261538713904e-01,8.716313806976164758e-01,8.935777374550138985e-01,9.138015172055555801e-01,9.321621422916699373e-01,9.485300606201693130e-01,9.627882660916864399e-01,9.748336905295537091e-01,9.845784439617170092e-01,9.919508823855011093e-01,9.968964848722450256e-01,9.993785249919947544e-01,9.993785249919947544e-01,9.968964848722450256e-01,9.919508823855009982e-01,9.845784439617170092e-01,9.748336905295537091e-01,9.627882660916863289e-01,9.485300606201692020e-01,9.321621422916698263e-01,9.138015172055554691e-01,8.935777374550137875e-01,8.716313806976162537e-01,8.481124261538712794e-01,8.231785532201008060e-01,7.969933895986359706e-01,7.697247360206538325e-01,7.415427942752148560e-01,7.126184243851507727e-01,6.831214554212112766e-01,6.532190726655388024e-01,6.230743016783629740e-01,5.928446073491634438e-01,5.626806232921072182e-01,5.327250240452930941e-01,5.031115495254070424e-01,4.739641881444022209e-01,4.453965219807298759e-01,4.175112344783383778e-01,3.903997783802429788e-01,3.641421990411845000e-01,3.388071059491553627e-01,3.144517832531377732e-01,2.911224283702106286e-01
2.903994014800944656e-01,3.136708159597217938e-01,3.379656501755996523e-01,3.632378214457971377e-01,3.894301878913049575e-01,4.164743104215306579e-01,4.442903424810634716e-01,4.727870584574218604e-01,5.018620299295748488e-01,5.314019569096593010e-01,5.612831589213095329e-01,5.913722282021034449e-01,6.215268445580862666e-01,6.515967484862650316e-01,6.814248661743785851e-01,7.108485769498051887e-01,7.397011107490283344e-01,7.678130602859943865e-01,7.950139898830227425e-01,8.211341204614260869e-01,8.460060680371717101e-01,8.694666112910077738e-01,8.913584624365755715e-01,9.115320147392999006e-01,9.298470396779747738e-01,9.461743069128673023e-01,9.603971009390402935e-01,9.724126095582595886e-01,9.821331610805651424e-01,9.894872894371518068e-01,9.944206091066434272e-01,9.968964848722450256e-01,9.968964848722450256e-01,9.944206091066434272e-01,9.894872894371518068e-01,9.821331610805651424e-01,9.724126095582595886e-01,9.603971009390401825e-01,9.461743069128673023e-01,9.298470396779746627e-01,9.115320147392997896e-01,8.913584624365754605e-01,8.694666112910076627e-01,8.460060680371717101e-01,8.211341204614258649e-01,7.950139898830227425e-01,7.678130602859942755e-01,7.397011107490283344e-01,7.108485769498049667e-01,6.814248661743782520e-01,6.515967484862650316e-01,6.215268445580860446e-01,5.913722282021034449e-01,5.612831589213094219e-01,5.314019569096593010e-01,5.018620299295747378e-01,4.727870584574215829e-01,4.442903424810633051e-01,4.164743104215303804e-01,3.894301878913049575e-01,3.632378214457970822e-01,3.379656501755996523e-01,3.136708159597217382e-01,2.903994014800944656e-01
2.889587303332873391e-01,3.121146953484346676e-01,3.362890029155216065e-01,3.614357989687573269e-01,3.874982251099383102e-01,4.144081817747337637e-01,4.420862185264161082e-01,4.704415623226781973e-01,4.993722928897855740e-01,5.287656723210043541e-01,5.584986337186909067e-01,5.884384311562019798e-01,6.184434504899262164e-01,6.483641776541180235e-01,6.780443180795449054e-01,7.073220578545834636e-01,7.360314542618389133e-01,7.640039404446383742e-01,7.910699262565313861e-01,8.170604748926739713e-01,8.418090327608146461e-01,8.651531882825068687e-01,8.869364339759459037e-01,9.070099053054210270e-01,9.252340694232824569e-01,9.414803371013865663e-01,9.556325718603019270e-01,9.675884715530094216e-01,9.772607994287170197e-01,9.845784439617170092e-01,9.894872894371518068e-01,9.919508823855009982e-01,9.919508823855009982e-01,9.894872894371518068e-01,9.845784439617170092e-01,9.772607994287169086e-01,9.675884715530094216e-01,9.556325718603018160e-01,9.414803371013865663e-01,9.252340694232824569e-01,9.070099053054209159e-01,8.869364339759457927e-01,8.651531882825066466e-01,8.418090327608146461e-01,8.170604748926737493e-01,7.910699262565313861e-01,7.640039404446382632e-01,7.360314542618389133e-01,7.073220578545832415e-01,6.780443180795446834e-01,6.483641776541179125e-01,6.184434504899259943e-01,5.884384311562019798e-01,5.584986337186906846e-01,5.287656723210043541e-01,4.993722928897854629e-01,4.704415623226779197e-01,4.420862185264159416e-01,4.144081817747334862e-01,3.874982251099383102e-01,3.614357989687572159e-01,3.362890029155216065e-01,3.121146953484345565e-01,2.889587303332873391e-01
2.868111134661357475e-01,3.097949772923543343e-01,3.337896150822973196e-01,3.587495135695848991e-01,3.846182369425016345e-01,4.113281917704916246e-01,4.388005181132550447e-01,4.669451175774788076e-01,4.956608273875622861e-01,5.248357475343833345e-01,5.543477257856724849e-01,5.840650028172359454e-01,6.138470169988196057e-01,6.435453654923231070e-01,6.730049153506350024e-01,7.020650553054486043e-01,7.305610759690508438e-01,7.583256633177397621e-01,7.851904876433932756e-01,8.109878677236901368e-01,8.355524878362421415e-01,8.587231434879356584e-01,8.803444904015088612e-01,9.002687704414190639e-01,9.183574878046379952e-01,9.344830089718009214e-01,9.485300606201693130e-01,9.603971009390402935e-01,9.699975415439721083e-01,9.772607994287170197e-01,9.821331610805651424e-01,9.845784439617170092e-01,9.845784439617170092e-01,9.821331610805651424e-01,9.772607994287169086e-01,9.699975415439719972e-01,9.603971009390402935e-01,9.485300606201693130e-01,9.344830089718008104e-01,9.183574878046379952e-01,9.002687704414189529e-01,8.803444904015088612e-01,8.587231434879354364e-01,8.355524878362420305e-01,8.109878677236900257e-01,7.851904876433932756e-01,7.583256633177396511e-01,7.305610759690508438e-01,7.020650553054483822e-01,6.730049153506347803e-01,6.435453654923231070e-01,6.138470169988193836e-01,5.840650028172359454e-01,5.543477257856723739e-01,5.248357475343833345e-01,4.956608273875621751e-01,4.669451175774785301e-01,4.388005181132548782e-01,4.113281917704913471e-01,3.846182369425016345e-01,3.587495135695848436e-01,3.337896150822973196e-01,3.097949772923542788e-01,2.868111134661357475e-01
2.839724330141388253e-01,3.067288166560424578e-01,3.304859702410538058e-01,3.551988309651828435e-01,3.808115215837568623e-01,4.072571176645294333e-01,4.344575397745118472e-01,4.623235812590155702e-01,4.907550805895329327e-01,5.196412452745851063e-01,5.488611320697613927e-01,5.782842857238287282e-01,6.077715357993195289e-01,6.371759482583846390e-01,6.663439255646541604e-01,6.951164460816255941e-01,7.233304306140616591e-01,7.508202211098252699e-01,7.774191538849808403e-01,8.029612073230786295e-01,8.272827018953349265e-01,8.502240286118155632e-01,8.716313806976164758e-01,8.913584624365754605e-01,9.092681487721605560e-01,9.252340694232824569e-01,9.391420919718348470e-01,9.508916796056646747e-01,9.603971009390402935e-01,9.675884715530094216e-01,9.724126095582596996e-01,9.748336905295537091e-01,9.748336905295537091e-01,9.724126095582595886e-01,9.675884715530094216e-01,9.603971009390402935e-01,9.508916796056646747e-01,9.391420919718348470e-01,9.252340694232824569e-01,9.092681487721605560e-01,8.913584624365754605e-01,8.716313806976163647e-01,8.502240286118154522e-01,8.272827018953349265e-01,8.029612073230784075e-01,7.774191538849808403e-01,7.508202211098251588e-01,7.233304306140616591e-01,6.951164460816253721e-01,6.663439255646539383e-01,6.371759482583845280e-01,6.077715357993193068e-01,5.782842857238287282e-01,5.488611320697612816e-01,5.196412452745851063e-01,4.907550805895328216e-01,4.623235812590152927e-01,4.344575397745116807e-01,4.072571176645291557e-01,3.808115215837568623e-01,3.551988309651827880e-01,3.304859702410538058e-01,3.067288166560424023e-01,2.839724330141388253e-01
2.804635591236077641e-01,3.029387560335584095e-01,3.264023569837489758e-01,3.508098559837316555e-01,3.761060662298137958e-01,4.022248902340772592e-01,4.290892133433922839e-01,4.566109311752105104e-01,4.846911198358483941e-01,5.132203558289669676e-01,5.420791903319484017e-01,5.711387800494110989e-01,6.002616741879708284e-01,6.293027542839298993e-01,6.581103207118502718e-01,6.865273167684534661e-01,7.143926783285012849e-01,7.415427942752148560e-01,7.678130602859943865e-01,7.930395061720907357e-01,8.170604748926738603e-01,8.397183296486012694e-01,8.608611641613335141e-01,8.803444904015088612e-01,8.980328776831558724e-01,9.138015172055555801e-01,9.275376868151745668e-01,9.391420919718348470e-01,9.485300606201693130e-01,9.556325718603018160e-01,9.603971009390401825e-01,9.627882660916864399e-01,9.627882660916863289e-01,9.603971009390401825e-01,9.556325718603018160e-01,9.485300606201693130e-01,9.391420919718348470e-01,9.275376868151745668e-01,9.138015172055554691e-01,8.980328776831557613e-01,8.803444904015087502e-01,8.608611641613334031e-01,8.397183296486010473e-01,8.170604748926738603e-01,7.930395061720906247e-01,7.678130602859943865e-01,7.415427942752147450e-01,7.143926783285012849e-01,6.865273167684533551e-01,6.581103207118500498e-01,6.293027542839297883e-01,6.002616741879706064e-01,5.711387800494110989e-01,5.420791903319482907e-01,5.132203558289669676e-01,4.846911198358482831e-01,4.566109311752102329e-01,4.290892133433921729e-01,4.022248902340770371e-01,3.761060662298137958e-01,3.508098559837315999e-01,3.264023569837489758e-01,3.029387560335583540e-01,2.804635591236077641e-01
2.763100944480458288e-01,2.984524497698290979e-01,3.215685715750902784e-01,3.456146129752620810e-01,3.705362044437354174e-01,3.962682273491042739e-01,4.227347090510860106e-01,4.498488499300108412e-01,4.775131910842934091e-01,5.056199295012974160e-01,5.340513853100179453e-01,5.626806232921073292e-01,5.913722282021034449e-01,6.199832306769424983e-01,6.483641776541180235e-01,6.763603383277734249e-01,7.038130338171449951e-01,7.305610759690508438e-01,7.564422981331561102e-01,7.812951584019078854e-01,8.049603937596060410e-01,8.272827018953349265e-01,8.481124261538712794e-01,8.673072182702057376e-01,8.847336531899432366e-01,9.002687704414189529e-01,9.138015172055554691e-01,9.252340694232824569e-01,9.344830089718009214e-01,9.414803371013865663e-01,9.461743069128673023e-01,9.485300606201693130e-01,9.485300606201692020e-01,9.461743069128673023e-01,9.414803371013865663e-01,9.344830089718008104e-01,9.252340694232824569e-01,9.138015172055554691e-01,9.002687704414189529e-01,8.847336531899431256e-01,8.673072182702057376e-01,8.481124261538712794e-01,8.272827018953348155e-01,8.049603937596060410e-01,7.812951584019076634e-01,7.564422981331561102e-01,7.305610759690507328e-01,7.038130338171449951e-01,6.763603383277733139e-01,6.483641776541176904e-01,6.199832306769423873e-01,5.913722282021032228e-01,5.626806232921073292e-01,5.340513853100178343e-01,5.056199295012974160e-01,4.775131910842933536e-01,4.498488499300105636e-01,4.227347090510858996e-01,3.962682273491039964e-01,3.705362044437354174e-01,3.456146129752620255e-01,3.215685715750902784e-01,2.984524497698289869e-01,2.763100944480458288e-01
2.715420631045704081e-01,2.933023279913172243e-01,3.160195559612762883e-01,3.396506567516540120e-01,3.641421990411846110e-01,3.894301878913050685e-01,4.154399616523096750e-01,4.420862185264159971e-01,4.692731813714344780e-01,4.968949074330163973e-01,5.248357475343832235e-01,5.529709568625028604e-01,5.811674569093243647e-01,6.092847454037140231e-01,6.371759482583846390e-01,6.646890047159035309e-01,6.916679740722588843e-01,7.179544496512472174e-01,7.433890631645451164e-01,7.678130602859943865e-01,7.910699262565313861e-01,8.130070386756054202e-01,8.334773233764265488e-01,8.523408884681928921e-01,8.694666112910077738e-01,8.847336531899432366e-01,8.980328776831557613e-01,9.092681487721605560e-01,9.183574878046379952e-01,9.252340694232824569e-01,9.298470396779746627e-01,9.321621422916698263e-01,9.321621422916698263e-01,9.298470396779746627e-01,9.252340694232824569e-01,9.183574878046379952e-01,9.092681487721605560e-01,8.980328776831557613e-01,8.847336531899431256e-01,8.694666112910076627e-01,8.523408884681927811e-01,8.334773233764265488e-01,8.130070386756051981e-01,7.910699262565312750e-01,7.678130602859942755e-01,7.433890631645451164e-01,7.179544496512471063e-01,6.916679740722588843e-01,6.646890047159033088e-01,6.371759482583844170e-01,6.092847454037139121e-01,5.811674569093241427e-01,5.529709568625028604e-01,5.248357475343831124e-01,4.968949074330163973e-01,4.692731813714343669e-01,4.420862185264157196e-01,4.154399616523095085e-01,3.894301878913047910e-01,3.641421990411846110e-01,3.396506567516539565e-01,3.160195559612762883e-01,2.933023279913171133e-01,2.715420631045704081e-01
2.661935493754931659e-01,2.875252063546308023e-01,3.097949772923542788e-01,3.329606206667961588e-01,3.569697575835305559e-01,3.817596536004477237e-01,4.072571176645294333e-01,4.333785281517067434e-01,4.600299944244226058e-01,4.871076604631406348e-01,5.144981550114998692e-01,5.420791903319485128e-01,5.697203091391632723e-01,5.972837766092251588e-01,6.246256116065438402e-01,6.515967484862650316e-01,6.780443180795449054e-01,7.038130338171449951e-01,7.287466664584029141e-01,7.526895886317227502e-01,7.754883684202642513e-01,7.969933895986359706e-01,8.170604748926739713e-01,8.355524878362420305e-01,8.523408884681928921e-01,8.673072182702057376e-01,8.803444904015088612e-01,8.913584624365754605e-01,9.002687704414189529e-01,9.070099053054209159e-01,9.115320147392997896e-01,9.138015172055554691e-01,9.138015172055554691e-01,9.115320147392997896e-01,9.070099053054209159e-01,9.002687704414189529e-01,8.913584624365754605e-01,8.803444904015087502e-01,8.673072182702057376e-01,8.523408884681927811e-01,8.355524878362420305e-01,8.170604748926738603e-01,7.969933895986358596e-01,7.754883684202641403e-01,7.526895886317225282e-01,7.287466664584029141e-01,7.038130338171448841e-01,6.780443180795449054e-01,6.515967484862649206e-01,6.246256116065436181e-01,5.972837766092250478e-01,5.697203091391630503e-01,5.420791903319485128e-01,5.144981550114997582e-01,4.871076604631406348e-01,4.600299944244224948e-01,4.333785281517065213e-01,4.072571176645293223e-01,3.817596536004474461e-01,3.569697575835305559e-01,3.329606206667961033e-01,3.097949772923542788e-01,2.875252063546307468e-01,2.661935493754931659e-01
2.603022922346124313e-01,2.811618480798194764e-01,3.029387560335584095e-01,3.255917094413465218e-01,3.490694886311977441e-01,3.733107475670362496e-01,3.982439150221495083e-01,4.237872200427462155e-01,4.498488499300108412e-01,4.763272471517975837e-01,5.031115495254070424e-01,5.300821757218717734e-01,5.571115556686334624e-01,5.840650028172359454e-01,6.108017225476722878e-01,6.371759482583846390e-01,6.630381940014400399e-01,6.882366099291589157e-01,7.126184243851508837e-01,7.360314542618389133e-01,7.583256633177397621e-01,7.793547465559206300e-01,7.989777175586373348e-01,8.170604748926738603e-01,8.334773233764265488e-01,8.481124261538712794e-01,8.608611641613335141e-01,8.716313806976163647e-01,8.803444904015088612e-01,8.869364339759459037e-01,8.913584624365754605e-01,8.935777374550137875e-01,8.935777374550137875e-01,8.913584624365754605e-01,8.869364339759457927e-01,8.803444904015088612e-01,8.716313806976163647e-01,8.608611641613334031e-01,8.481124261538712794e-01,8.334773233764265488e-01,8.170604748926738603e-01,7.989777175586373348e-01,7.793547465559204079e-01,7.583256633177397621e-01,7.360314542618388023e-01,7.126184243851508837e-01,6.882366099291588046e-01,6.630381940014400399e-01,6.371759482583845280e-01,6.108017225476719547e-01,5.840650028172358343e-01,5.571115556686332404e-01,5.300821757218717734e-01,5.031115495254069314e-01,4.763272471517975837e-01,4.498488499300107302e-01,4.237872200427459934e-01,3.982439150221493418e-01,3.733107475670360276e-01,3.490694886311977441e-01,3.255917094413464663e-01,3.029387560335584095e-01,2.811618480798194208e-01,2.603022922346124313e-01
2.539092424408481152e-01,2.742564855513136002e-01,2.954985505126712098e-01,3.175951451659183022e-01,3.404963077992299025e-01,3.641421990411846665e-01,3.884630054614087724e-01,4.133789644087454418e-01,4.388005181132548782e-01,4.646286033057284715e-01,4.907550805895328216e-01,5.170633055648526932e-01,5.434288412926073786e-01,5.697203091391631613e-01,5.958003724141713864e-01,6.215268445580861556e-01,6.467539110124979063e-01,6.713334513768594025e-01,6.951164460816253721e-01,7.179544496512471063e-01,7.397011107490282233e-01,7.602137176430908694e-01,7.793547465559205190e-01,7.969933895986358596e-01,8.130070386756053091e-01,8.272827018953348155e-01,8.397183296486010473e-01,8.502240286118154522e-01,8.587231434879354364e-01,8.651531882825066466e-01,8.694666112910076627e-01,8.716313806976162537e-01,8.716313806976162537e-01,8.694666112910076627e-01,8.651531882825066466e-01,8.587231434879354364e-01,8.502240286118154522e-01,8.397183296486010473e-01,8.272827018953348155e-01,8.130070386756051981e-01,7.969933895986358596e-01,7.793547465559204079e-01,7.602137176430907584e-01,7.397011107490282233e-01,7.179544496512469953e-01,6.951164460816253721e-01,6.713334513768592915e-01,6.467539110124979063e-01,6.215268445580860446e-01,5.958003724141711643e-01,5.697203091391631613e-01,5.434288412926071565e-01,5.170633055648526932e-01,4.907550805895327106e-01,4.646286033057284715e-01,4.388005181132547672e-01,4.133789644087452197e-01,3.884630054614086614e-01,3.641421990411844445e-01,3.404963077992299025e-01,3.175951451659182467e-01,2.954985505126712098e-01,2.742564855513135447e-01,2.539092424408481152e-01
2.470580894609914757e-01,2.668563093302072642e-01,2.875252063546308023e-01,3.090255755658735670e-01,3.313088033532177179e-01,3.543166649721215533e-01,3.779812307459766707e-01,4.022248902340772592e-01,4.269605021755341068e-01,4.520916762940769273e-01,4.775131910842934091e-01,5.031115495254070424e-01,5.287656723210043541e-01,5.543477257856724849e-01,5.797240789416484574e-01,6.047563818044626727e-01,6.293027542839298993e-01,6.532190726655389135e-01,6.763603383277734249e-01,6.985821112525164578e-01,7.197419890550155186e-01,7.397011107490283344e-01,7.583256633177398731e-01,7.754883684202642513e-01,7.910699262565313861e-01,8.049603937596060410e-01,8.170604748926738603e-01,8.272827018953349265e-01,8.355524878362420305e-01,8.418090327608146461e-01,8.460060680371717101e-01,8.481124261538712794e-01,8.481124261538712794e-01,8.460060680371717101e-01,8.418090327608146461e-01,8.355524878362420305e-01,8.272827018953349265e-01,8.170604748926738603e-01,8.049603937596060410e-01,7.910699262565312750e-01,7.754883684202641403e-01,7.583256633177397621e-01,7.397011107490282233e-01,7.197419890550155186e-01,6.985821112525163468e-01,6.763603383277734249e-01,6.532190726655388024e-01,6.293027542839298993e-01,6.047563818044624506e-01,5.797240789416482354e-01,5.543477257856724849e-01,5.287656723210041321e-01,5.031115495254070424e-01,4.775131910842932981e-01,4.520916762940769273e-01,4.269605021755339958e-01,4.022248902340770371e-01,3.779812307459766152e-01,3.543166649721213313e-01,3.313088033532177179e-01,3.090255755658735115e-01,2.875252063546308023e-01,2.668563093302072087e-01,2.470580894609914757e-01
2.397947658497384948e-01,2.590109328173448300e-01,2.790721796810163857e-01,2.999404540692020560e-01,3.215685715750902784e-01,3.439000192182136706e-01,3.668688644038043956e-01,3.903997783802429788e-01,4.144081817747335972e-01,4.388005181132548782e-01,4.634746593241951818e-01,4.883204451145597980e-01,5.132203558289668566e-01,5.380503159970356775e-01,5.626806232921073292e-01,5.869769951160950239e-01,6.108017225476721768e-01,6.340149190020681891e-01,6.564758487091210126e-01,6.780443180795447944e-01,6.985821112525163468e-01,7.179544496512472174e-01,7.360314542618388023e-01,7.526895886317226392e-01,7.678130602859942755e-01,7.812951584019077744e-01,7.930395061720906247e-01,8.029612073230784075e-01,8.109878677236900257e-01,8.170604748926738603e-01,8.211341204614258649e-01,8.231785532201008060e-01,8.231785532201008060e-01,8.211341204614258649e-01,8.170604748926737493e-01,8.109878677236900257e-01,8.029612073230784075e-01,7.930395061720906247e-01,7.812951584019076634e-01,7.678130602859942755e-01,7.526895886317225282e-01,7.360314542618388023e-01,7.179544496512469953e-01,6.985821112525163468e-01,6.780443180795446834e-01,6.564758487091210126e-01,6.340149190020679670e-01,6.108017225476721768e-01,5.869769951160949129e-01,5.626806232921072182e-01,5.380503159970356775e-01,5.132203558289667455e-01,4.883204451145597980e-01,4.634746593241950707e-01,4.388005181132548782e-01,4.144081817747334862e-01,3.903997783802427568e-01,3.668688644038042845e-01,3.439000192182134485e-01,3.215685715750902784e-01,2.999404540692020005e-01,2.790721796810163857e-01,2.590109328173447745e-01,2.397947658497384948e-01
2.321669369239436342e-01,2.507718410321668756e-01,2.701949431950065872e-01,2.903994014800944101e-01,3.113395324082219306e-01,3.329606206667963253e-01,3.551988309651828990e-01,3.779812307459766707e-01,4.012259310912130728e-01,4.248423515416983598e-01,4.487316127016457989e-01,4.727870584574218049e-01,4.968949074330164528e-01,5.209350309767319942e-01,5.447818525698918668e-01,5.683053611200121757e-01,5.913722282021034449e-01,6.138470169988196057e-01,6.355934685198595391e-01,6.564758487091211236e-01,6.763603383277734249e-01,6.951164460816255941e-01,7.126184243851509947e-01,7.287466664584030251e-01,7.433890631645452274e-01,7.564422981331562212e-01,7.678130602859943865e-01,7.774191538849808403e-01,7.851904876433932756e-01,7.910699262565313861e-01,7.950139898830227425e-01,7.969933895986359706e-01,7.969933895986359706e-01,7.950139898830227425e-01,7.910699262565313861e-01,7.851904876433932756e-01,7.774191538849808403e-01,7.678130602859943865e-01,7.564422981331561102e-01,7.433890631645451164e-01,7.287466664584029141e-01,7.126184243851508837e-01,6.951164460816253721e-01,6.763603383277734249e-01,6.564758487091210126e-01,6.355934685198595391e-01,6.138470169988194947e-01,5.913722282021034449e-01,5.683053611200120647e-01,5.447818525698916448e-01,5.209350309767319942e-01,4.968949074330162863e-01,4.727870584574218049e-01,4.487316127016456879e-01,4.248423515416983598e-01,4.012259310912130172e-01,3.779812307459764487e-01,3.551988309651828435e-01,3.329606206667961033e-01,3.113395324082219306e-01,2.903994014800943546e-01,2.701949431950065872e-01,2.507718410321668201e-01,2.321669369239436342e-01
